index,premise,hypothesis,pattern,type,section_id,pattern_label,lexical_jaccard,lexical_coverage,digits_premise,digits_hypothesis,pct_premise,pct_hypothesis,units_premise,units_hypothesis,numeric_total,neg_premise,neg_hypothesis,neg_total,words_premise,words_hypothesis,trial_primary,trial_secondary
26,"Adverse Events 1:
  Total: 16/51 (31.37%)
  Blood disorder 1/51 (1.96%)
  Hypomagnesemia 1/51 (1.96%)
  Platelets count decrease 1/51 (1.96%)
  Thrombosis 1/51 (1.96%)
  Vision-blurred vision 1/51 (1.96%)
  Constipation 1/51 (1.96%)
  Radiation oesophagitis 1/51 (1.96%)
  Nausea 2/51 (3.92%)
  Vomiting 2/51 (3.92%)
  General symptom 2/51 (3.92%)
  Headache 1/51 (1.96%)
  Bone pain 1/51 (1.96%)",Coronary artery stenosis are the most common AE recorded in the primary trial,11,Single,Adverse Events,Les 2 corrects,0.0,0.0,81.0,0.0,13.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,76.0,13.0,1.0,0.0
27,"INTERVENTION 1: 
  Gefitinib (ZD1839)
  ZD1839 at a daily dose of 250 mg or 500 mg depending on final dose in parent trial

INTERVENTION 1: 
  Zoledronic Acid
  Zoledronic acid, vitamin D and calcium supplements.
INTERVENTION 2: 
  Zoledronic Acid + Radiopharmaceuticals
  Zoledronic acid, vitamin D and calcium supplements, plus Sr-89 or Sm-153.","The intervention in the primary trial consists of a single drug, whereas in the secondary trial the intervention requires at least 3 different drugs.",11,Comparison,Intervention,Les 2 corrects,0.13333333333333333,0.3333333333333333,22.0,1.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,51.0,24.0,1.0,1.0
28,No evidence of dementia - Mini Mental State Examination (MMSE) >=23 but some evidence of cognitive impairment,patients with Fronto-temporal dementia or Mixed dementia are eligible for the primary trial,11,Single,Eligibility,Les 2 corrects,0.038461538461538464,0.07692307692307693,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,16.0,14.0,1.0,0.0
29,"Overall Number of Participants Analyzed: 1420
  Overall Number of Participants Analyzed: 1420",Both cohorts of the primary trial contained the same number of participants,10,Single,Results,P1✓ KATE✗,0.23076923076923078,0.3,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,12.0,1.0,0.0
30,"Exclusion Criteria:
  History of clotting disorder (hypercoagulable state)

  Have breast implant(s);",Patients that have a history of pulmonary embolisms and currently have breast implants cannot participate in the secondary trial or the primary trial.,01,Comparison,Eligibility,P1✗ KATE✓,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,23.0,1.0,1.0
31,"Adverse Events 1:
  Total: 0/14 (0.00%)
Adverse Events 2:
  Total: 0/7 (0.00%)

Adverse Events 1:
  Total: 21/337 (6.23%)
  Blood/Bone Marrow-Other 0/337 (0.00%)
  Febrile neutropenia 0/337 (0.00%)
  Hemoglobin 2/337 (0.59%)
  Atrioventricular block - 2nd degree Mobitz Type II 0/337 (0.00%)
  Cardiac-ischemia/infarction 1/337 (0.30%)
  Left ventricular diastolic dysfunction 0/337 (0.00%)
  Left ventricular systolic dysfunction 1/337 (0.30%)
  Restrictive cardiomyopathy 1/337 (0.30%)
Adverse Events 2:
  Total: 48/348 (13.79%)
  Blood/Bone Marrow-Other 1/348 (0.29%)
  Febrile neutropenia 1/348 (0.29%)
  Hemoglobin 1/348 (0.29%)
  Atrioventricular block - 2nd degree Mobitz Type II 1/348 (0.29%)
  Cardiac-ischemia/infarction 2/348 (0.57%)
  Left ventricular diastolic dysfunction 1/348 (0.29%)
  Left ventricular systolic dysfunction 0/348 (0.00%)
  Restrictive cardiomyopathy 0/348 (0.00%)","There are less total adverse events in the primary trial than in the secondary trial, but more cases of Cardiac-ischemia/infarction in the primary trial than in the secondary trial",11,Comparison,Adverse Events,Les 2 corrects,0.10344827586206896,0.3157894736842105,146.0,0.0,20.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,150.0,31.0,2.0,2.0
32,"INTERVENTION 1: 
  Dendritic Cell Vaccine
  Therapeutic autologous dendritic cells (Dendritic Cell Vaccine) i.d. injection, 20 x 106 DCs given per treatment Trastuzumab infusion Vinorelbine ditartrate infusion
  sargramostim: All patients will receive Leukine (GM-CSF) at 250 mcg/m2 starting one day after the administration of chemotherapy x 7 days. Patients with neutrophil counts below 1,000/mm3 on day 8 will continue GM-CSF therapy until the neutrophil count is greater than 1,000/mm3.
  therapeutic autologous dendritic cells: patients will receive (10 x 106) peptide-pulsed DCs given by i.d injection into either axilla or the inguinal region with each peptide given into a separate site. The total dose will be 20 x 106 DCs given per treatment.
  trastuzumab: Trastuzumab will be infused in the side-port of a freely flowing IV over 90 minutes and at 6mg/kg if the subject has not previously received Trastuzumab, or if it has been more than 30 days since any prior trastuzumab administration.",Patients in the primary trial will need to receive one single injection on day 8 of the study.,11,Single,Intervention,Les 2 corrects,0.10185185185185185,0.6470588235294118,37.0,1.0,0.0,0.0,3.0,0.0,41.0,1.0,0.0,1.0,164.0,18.0,1.0,0.0
33,"INTERVENTION 2: 
  Dexmedetomidine
  administration of 0.5ug/kg of dexmedetomidine (5ml)
  Dexmedetomidine: administration of dexmedetomidine only

INTERVENTION 1: 
  Baseline
  All patients that are evaluable for joint aches and vitamin D levels.
INTERVENTION 2: 
  Post Vitamin D Repletion (1 Month)
  Patients with vitamin D deficiency who experience myalgias, arthralgias and/or joint stiffness.","Group 2 of the primary trial recieves 0.5ug/kg of myalgias (5ml), patients in the secondary trial cohorts do not receive any myalgias.",11,Comparison,Intervention,Les 2 corrects,0.1702127659574468,0.4,7.0,4.0,0.0,0.0,2.0,1.0,14.0,0.0,1.0,1.0,52.0,24.0,1.0,1.0
34,"DISEASE CHARACTERISTICS:
  Diagnosis of cerebral metastases meeting the following criteria:
  One to three presumed brain metastases

  No previous diagnosis of cancer except basal cell carcinoma, resected Stage I melanoma or in situ cervical carcinoma. Volunteers may have had a prior history of other cancers > 3 years which required only local resection, local radiation and/or hormonal therapy such as androgen blockade.","Diagnosis of 2-3 cerebral metastases will result in exclusion from the secondary trial, however patients with this diagnosis may still be eligilbe for the primary trial.",11,Comparison,Eligibility,Les 2 corrects,0.11428571428571428,0.3333333333333333,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,61.0,27.0,1.0,1.0
35,No meningeal carcinomatosis,A patient diagnosed with a leptomeningeal carcinoma would not be eligible for the primary trial,11,Single,Eligibility,Les 2 corrects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,15.0,1.0,0.0
36,"Exclusion Criteria:
  Use of Herceptin in previous 5 months

  PRIOR CONCURRENT THERAPY:
  No prior gabapentin or pregabalin","Prior treatment with gabapentin or herceptin within the last year, will result in exclusion from the secondary trial, but not from the primary trial.",11,Comparison,Eligibility,Les 2 corrects,0.2,0.3,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,17.0,24.0,1.0,1.0
37,"INTERVENTION 1: 
  Arm I - Memantine
  Participants receive memantine hydrochloride PO BID) on days 1-81 in the absence of unacceptable toxicity.
  memantine hydrochloride: Estimate participation, accrual, adherence, and retention of cancer survivors who smoke and are randomized to receive memantine (10 mg twice daily) or a matching placebo for 12 weeks.
INTERVENTION 2: 
  Arm II - Placebo
  Participants receive a placebo PO BID on days 1-81 in the absence of unacceptable toxicity.
  placebo: Placebo by mouth through completion of 12 weeks.","In the primary trial the placebo intervention and the Memantine intervention are both administered orally, once daily.",11,Single,Intervention,Les 2 corrects,0.14545454545454545,0.5714285714285714,14.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,81.0,17.0,1.0,0.0
38,"Patients who require use of coumarin-derivative anticoagulants such as warfarin are excluded. Low molecular weight heparin is permitted for prophylactic or therapeutic use. Low-dose warfarin (less than or equal to 1 mg/day) is permitted.

Inclusion Criteria:
  Subjects with histopathologically confirmed diagnosis of advanced breast, gastric, head and neck, liver and non-small cell lung cancer.
  For subjects with non-small cell lung cancer only:
  Most recent treatment must be erlotinib and subjects must have had a radiographic partial or complete response to treatment as defined by RECIST criteria and should be currently progressing after the documented response.
  A documented mutation in EGFR exons 19 or 21
  Subjects must have no further standard of care options or have refused standard therapy
  Measurable or evaluable disease
  Age  18 years
  ECOG performance < 2
  Life expectancy  3 months
  If female, neither pregnant or lactating
  If of child bearing potential, must use adequate birth control
  Absolute neutrophil count  1,500/µL; platelets  100,000/µL;
  Creatinine  1.5x upper limit of normal (ULN) or calculated creatinine clearance  60mL/min/1.73m2
  Total bilirubin  1.5x ULN; AST/ALT  2.5x ULN. In subjects with documented liver metastases, the AST/ALT may be  5x ULN
  Prothrombin time 1.5x ULN, unless receiving therapeutic anticoagulation
  Serum magnesium and potassium within normal limits (may use supplements to achieve normal values)
  Subjects with brain metastases are eligible if controlled on a stable dose  10mg prednisone/day or its equivalent dose of steroids
  Able to render informed consent and to follow protocol requirements.
Exclusion Criteria:
  Anticancer therapy within 4 weeks of study entry.
  Use of investigational agent(s) within 30 days of study entry
  History of cardiac disease with a New York Heart Association (NYHA) Class II or greater congestive heart failure (CHF), myocardial infarction (MI) or unstable angina in the past 6 months prior to Day 1 of treatment, serious arrhythmias requiring medication for treatment.
  Known infection with human immunodeficiency virus (HIV), hepatitis B or hepatitis C. Subjects with liver cancer and hepatitis may be eligible.","CBT based treatments are prohibited for the primary trial candidates, however they may still be eligible for the secondary trial.",11,Comparison,Eligibility,Les 2 corrects,0.027149321266968326,0.35294117647058826,41.0,0.0,0.0,0.0,8.0,0.0,49.0,3.0,0.0,3.0,340.0,20.0,1.0,1.0
39,"Adverse Events 1:
  Total: 0/4 (0.00%)
  Anaemia 0/4 (0.00%)
  Febrile neutropenia 0/4 (0.00%)
  Leukocytosis 0/4 (0.00%)
  Neutropenia 0/4 (0.00%)
  Pancytopenia 0/4 (0.00%)
  Acute coronary syndrome 0/4 (0.00%)
  Acute myocardial infarction 0/4 (0.00%)
  Atrial fibrillation 0/4 (0.00%)
  Atrial flutter 0/4 (0.00%)
  Cardiac arrest 0/4 (0.00%)
  Pericardial effusion 0/4 (0.00%)
Adverse Events 2:
  Total: 0/3 (0.00%)
  Anaemia 0/3 (0.00%)
  Febrile neutropenia 0/3 (0.00%)
  Leukocytosis 0/3 (0.00%)
  Neutropenia 0/3 (0.00%)
  Pancytopenia 0/3 (0.00%)
  Acute coronary syndrome 0/3 (0.00%)
  Acute myocardial infarction 0/3 (0.00%)
  Atrial fibrillation 0/3 (0.00%)
  Atrial flutter 0/3 (0.00%)
  Cardiac arrest 0/3 (0.00%)

Adverse Events 1:
  Total: 0/1674 (0.00%)","0/7 the primary trial participants, and 0/1674 the secondary trial participants suffered an AE.",11,Comparison,Adverse Events,Les 2 corrects,0.05405405405405406,0.16666666666666666,126.0,7.0,24.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,146.0,16.0,1.0,1.0
40,"INTERVENTION 1: 
  Dose Escalation: Enzalutamide 80 mg
  Participants received enzalutamide 80 mg (two 40 mg) capsules, orally, once daily until documented disease progression, initiation of a new antitumor treatment, an intolerable adverse event (including any seizure), noncompliance, withdrawal of consent, discontinuation by sponsor, or investigator. Participants were followed-up until 30 days after last dose of study drug or before initiation of a new antitumor or investigational therapy, whichever occurred first.
INTERVENTION 2: 
  Dose Escalation: Enzalutamide 160 mg
  Participants received enzalutamide 160 mg (four 40 mg) capsules, orally, once daily until documented disease progression, initiation of a new antitumor treatment, an intolerable adverse event (including any seizure), noncompliance, withdrawal of consent, discontinuation by sponsor, or investigator. Participants were followed-up until 30 days after last dose of study drug or before initiation of a new antitumor or investigational therapy, whichever occurred first.","cohort 2 of the primary trial is administered Enzalutamide orally, whereas cohort 1 recieves it by IV",11,Single,Intervention,Les 2 corrects,0.08823529411764706,0.375,20.0,2.0,0.0,0.0,8.0,0.0,30.0,2.0,0.0,2.0,142.0,17.0,1.0,0.0
41,"Thrombotic or embolic events such as a stroke and transient ischemic attack within the past 6 months.

Inclusion Criteria:
  Histologically confirmed breast cancer with accompanying pathology report;
  Submit unstained representative tumor specimen, either as a paraffin block (preferred) or  10 unstained slides
  Received at least 2 lines of systemic therapy in the advanced setting (for enzalutamide alone arm only);
  Eastern Cooperative Oncology Group performance (ECOG) status of 0 or 1;
  Estimated life expectancy of at least 3 months
Exclusion Criteria:
  Severe concurrent disease, infection, or comorbidity that, in the judgment of the Investigator, would make the patient inappropriate for enrollment;
  Pregnant or lactating;
  Known or suspected brain metastasis or leptomeningeal disease;
  History of another malignancy within the previous 5 years other than curatively treated in situ carcinomas;
  For patients who are enrolled to receive enzalutamide plus anastrozole or exemestane or fulvestrant must not have received tamoxifen or any medication known to be a potent CYP3A4 inducer or inhibitor.","Patients that have suffered a pulmonary embolism within the last 3 years are excluded from the primary trial, but may be eligible for the secondary trial depending on the Investigators decision",10,Comparison,Eligibility,P1✓ KATE✗,0.08029197080291971,0.4074074074074074,10.0,1.0,0.0,0.0,3.0,1.0,15.0,1.0,0.0,1.0,158.0,31.0,1.0,1.0
42,"Outcome Measurement: 
  Pathologic Complete Response in Breast and Axillary Lymph Nodes.
  Number of participants with no histologic evidence of invasive tumor cells in the surgical breast specimen, axillary nodes after neoadjuvant chemotherapy
  Time frame: At time of surgery, approximately 7 months
Results 1: 
  Arm/Group Title: Arm 1: Paclitaxel + Trastuzumab Then A C
  Arm/Group Description: 4 cycles of paclitaxel 80 mg/m2 on Days 1, 8, and 15 of a 28-day cycle. Trastuzumab concurrently with paclitaxel weekly for a total of 16 doses (4 mg/kg loading dose, then 2 mg/kg weekly). Following paclitaxel/trastuzumab, standard AC every 21 days for 4 cycles. Following surgery, trastuzumab (8 mg/kg loading dose, then 6 mg/kg) every 3 weeks to complete 1 year of targeted therapy (either preoperative trastuzumab therapy or neratinib therapy)
  Paclitaxel
  Trastuzumab
  Doxorubicin
  Cyclophosphamide
  Overall Number of Participants Analyzed: 42
  Measure Type: Count of Participants
  Unit of Measure: Participants  16  38.1%
Results 2: 
  Arm/Group Title: Arm 2: Paclitaxel + Neratinib Then A C
  Arm/Group Description: 4 cycles of paclitaxel 80 mg/m2 on Days 1, 8, and 15 of a 28-day cycle. Neratinib 240 mg orally once daily beginning on Day 1 of paclitaxel and continuing through Day 28 of the final cycle of paclitaxel. Following paclitaxel/neratinib therapy, standard AC every 21 days for 4 cycles. Following surgery, trastuzumab (8 mg/kg loading dose, then 6 mg/kg) every 3 weeks to complete 1 year of targeted therapy (either preoperative trastuzumab therapy or neratinib therapy)
  Paclitaxel
  Neratinib
  Doxorubicin
  Cyclophosphamide
  Overall Number of Participants Analyzed: 42
  Measure Type: Count of Participants
  Unit of Measure: Participants  14  33.3%",More than 1/3 patients in both cohorts of the primary trial experienced Pathologic Complete Response in Breast and Axillary Lymph Nodes after approximately 7 months of the study,11,Single,Results,Les 2 corrects,0.15178571428571427,0.6538461538461539,63.0,3.0,2.0,0.0,21.0,1.0,90.0,1.0,0.0,1.0,276.0,29.0,1.0,0.0
43,"Outcome Measurement: 
  Comparison of Operative Time Savings
  To compare the overall operative time savings using intra-operative digital mammography compared with standard specimen mammography.
  Time frame: At the time of the procedure (approximately 1 week after randomization)
Results 1: 
  Arm/Group Title: Intra-operative Mammography
  Arm/Group Description: Intra-operative Specimen Mammography
  Intra-operative Mammography: The patient's breast specimen will be imagine in the operating room in an intra-operative imaging device - Biovision SN #30042
  Overall Number of Participants Analyzed: 36
  Median (Full Range)
  Unit of Measure: Minutes  Procedure Time: 48.5        (17 to 138)
  OR Time: 68        (29 to 180)
Results 2: 
  Arm/Group Title: Standard Mammography
  Arm/Group Description: Standard Specimen Mammography
  Standard Mammography: There is not an added device associated with this arm.
  Overall Number of Participants Analyzed: 36
  Median (Full Range)
  Unit of Measure: Minutes  Procedure Time: 54        (17 to 140)
  OR Time: 74        (35 to 177)

Outcome Measurement: 
  Success Rate
  Success rate was defined as the percentage of participants experiencing all of the following: 1) completion of PMRT and placement of the permanent implant and/or flap reconstruction; 2) no major complications (infection requiring hospitalization, major revisions, early/severe capsular contracture, or pain requiring implant removal); and 3) a physician-reported 'excellent' or 'good' cosmetic result (not 'fair' or 'poor') at 2 years following PMRT (requiring a stable reconstruction with good symmetry and contour relative to the contralateral breast).
  Time frame: 2 years
Results 1: 
  Arm/Group Title: TE-ADM With PMRT
  Arm/Group Description: Participants received immediate breast reconstruction using a sub-muscular tissue expander (TE) and acellular dermal matrix (ADM) sling placed during the same surgery. This was followed by post-mastectomy radiation therapy (PMRT) no sooner than a minimum of 6 weeks and optimally 6 months, if adjuvant chemotherapy was required. The prescribed chest-wall dose was 50 -50.4 gray (Gy) in 25-28 fractions given once daily over 5-7 weeks with a 0.5-centimeter (cm) bolus to the scar every other day. Permanent reconstruction was performed at least 5 months after completion of PMRT.
  Overall Number of Participants Analyzed: 26
  Measure Type: Number
  Unit of Measure: percentage of participants  65.4        (44.3 to 82.8)","Arm 2 of the primary trial had higher Operative Time than Arm 1, therefore the control group performed better than the test group in this regard. In the secondary trial there is no control group against which we can compare.",00,Comparison,Results,Les 2 en erreur,0.07920792079207921,0.5333333333333333,74.0,2.0,0.0,0.0,8.0,0.0,84.0,4.0,1.0,5.0,369.0,40.0,1.0,1.0
