index,premise,hypothesis,true_label,predicted_label,is_correct,premise_len,hypothesis_len,prompt_len,length_bin,type,section_id
350,"Exclusion Criteria:
  History of interstitial lung disease or pneumonitis","an adult patient diagnosed with ILD/DPLD within the last 3 years, with a life expectancy of 6 months would be eligible for the primary trial",Contradiction,Contradiction,True,73,140,213,Court,Single,Eligibility
351,"Inclusion Criteria:
  Patients presenting for large core breast biopsy in the Radiology Department at the Beth Israel Deaconess Medical Center Boston.
Exclusion Criteria:
  Patients are excluded if :
  They are unable to give informed consent, or pass screening for impaired mental function or psychosis.
  They are unable to hear or understand English.

Inclusion Criteria:
  Sign informed consent and Pain level > 4 in the BPI scale,
  Stage I-III
Exclusion Criteria:
  <18 yrs
  Stage IV
  BPI Score <4
Zubrod score >2","18 years olds are excluded from the secondary trial, but the primary trial does not specify an age range for participation.",Contradiction,Entailment,False,521,123,644,Moyen,Comparison,Eligibility
352,"INTERVENTION 1: 
  Arm A: Nab-Paclitaxel + Gemcitabine
  Participants received nab-Paclitaxel 125 mg/m^2 on Days 1 and 8 by intravenous (IV) administration followed by gemcitabine 1000 mg/m^2 on Days 1 and 8 by IV administration of each 21-day treatment cycle. Participants continued treatment until progressive disease (PD), unacceptable toxicity, required palliative radiotherapy or surgical intervention of lesion(s), withdrawal from study treatment, withdrawal of study consent, participant refusal or the investigator felt it was no longer in the best interest of the participant to continue on treatment
INTERVENTION 2: 
  Arm B: Nab-Paclitaxel + Carboplatin
  Participants received nab-Paclitaxel 125 mg/m^2 on Days 1 and 8 by IV administration followed by carboplatin area under the curve 2 (AUC 2) on Days 1 and 8 in each 21-day treatment cycle. Participants continued treatment until progressive disease (PD), unacceptable toxicity, required palliative radiotherapy or surgical intervention of lesion(s), withdrawal from study treatment, withdrawal of study consent, participant refusal or the investigator felt it was no longer in the best interest of the participant to continue on treatment.",Both cohorts of the primary trial receive the same doses of Abraxane,Entailment,Entailment,True,1204,68,1272,Long,Single,Intervention
353,"Adverse Events 1:
  Total: 2/6 (33.33%)
  Abdominal pain 1/6 (16.67%)
  Fever 1/6 (16.67%)
  Death, NOS 1/6 (16.67%)
  Infections and Infestations - Other, Gram-negative bacteremia, 40 degree C fever 1/6 (16.67%)
Adverse Events 2:
  Total: 0/4 (0.00%)
  Abdominal pain 0/4 (0.00%)
  Fever 0/4 (0.00%)
  Death, NOS 0/4 (0.00%)
  Infections and Infestations - Other, Gram-negative bacteremia, 40 degree C fever 0/4 (0.00%)",All Infections and Infestations cases in the primary trial were for patients in cohort 1.,Entailment,Entailment,True,420,89,509,Court,Single,Adverse Events
354,"Unit of Measure: change in units on a scale  -2        (-4 to 1)

  Unit of Measure: percentage of participants  7","Neither the secondary trial or the primary trial use cm, Number of Participants or a unit of time as their units of measure.",Entailment,Entailment,True,114,124,238,Court,Comparison,Results
355,"Outcome Measurement: 
  Area Under the Curve (AUC) EORTC CIPN20 Sensory Neuropathy Subscale Adjusting for Baseline
  Average Area Under the Curve per assessment (aAUCpa) of EORTC Chemotherapy-Induced Peripheral Neuropathy Module (EORTC QLQ-CIPN20) Sensory Neuropathy Subscale adjusting for baseline. The EORTC CIPN20 scoring algorithm was used for the sensory (items 31-36, 39, 40 and 48) subscale scores on a 0-100 scale, with higher scores represent fewer symptoms (better QOL). The aAUCpa for the subscale is calculated as the average of each AUC between each sequential assessment from pre-treatment-initiation to the week-12 assessment then subtract the corresponding baseline Sensory Neuropathy subscale score, with positive scores represent symptoms has improved from baseline and negative scores represent symptoms has worsen from baseline.
  Time frame: Up to 12 weeks
Results 1: 
  Arm/Group Title: Arm I (Cryotherapy)
  Arm/Group Description: Patients receive topical cryotherapy for 15 minutes prior to each paclitaxel dose, during paclitaxel infusion and for 15 minutes following paclitaxel completion. Therapy repeats every week for a planned course of 12 weeks of adjuvant paclitaxel.
  Overall Number of Participants Analyzed: 19
  Median (Full Range)
  Unit of Measure: Average(subscale value*assessment)  -1.4        (-11.7 to 6.8)
Results 2: 
  Arm/Group Title: Arm II (Control)
  Arm/Group Description: Patients receive the standard of care only (paclitaxel at a dose of 80 mg/m2 IV) every week for a planned course of 12 weeks.
  Overall Number of Participants Analyzed: 20
  Median (Full Range)
  Unit of Measure: Average(subscale value*assessment)  -4.4        (-57.1 to 16.2)",Patients in the primary trial that didn‚Äö√Ñ√¥t receive paclitaxel infusions had worse symptoms than patients that did receive paclitaxel infusions.,Contradiction,Contradiction,True,1699,148,1847,Long,Single,Results
356,"Anaemia 1/18 (5.56%)
  Febrile neutropenia 1/18 (5.56%)
  Pancytopenia 0/18 (0.00%)","1 case of Anaemia and Febrile neutropenia were recorded in cohort 1 of the primary trial, but no cases of Pancytopenia.",Entailment,Entailment,True,83,119,202,Court,Single,Adverse Events
357,"INTERVENTION 1: 
  Active Breathing Coordination
  Patients will receive radiation therapy at a dose of 180-200 cGy per fraction for 23-27 fractions to a total dose of 4600 - 4860 cGy. Additional radiation to the lumpectomy bed or mastectomy scar is at the discretion of the treating physician. The total dose to the tumor bed or mastectomy scar cannot exceed 6600cGy. Treatments will be given Monday through Friday.
  Patients in this group were treated with Active Breathing Coordinator:
  A SPECT scan will be obtained at baseline and at 6 months follow to determine changes in cardiac perfusion
INTERVENTION 2: 
  No Active Breathing Coordination
  Patients will receive radiation therapy at a dose of 180-200 cGy per fraction for 23-27 fractions to a total dose of 4600 - 4860 cGy. Additional radiation to the lumpectomy bed or mastectomy scar is at the discretion of the treating physician. The total dose to the tumor bed or mastectomy scar cannot exceed 6600cGy. Treatments will be given Monday through Friday.
  (Patient ARE NOT treated with ABC) A SPECT scan will be obtained at baseline and at 6 months follow to determine changes in cardiac perfusion","Patients in cohort 1 and 2 of the primary trial receive the same doses of radiation therapy, however the intervention for cohort one carries on for two weeks longer.",Contradiction,Contradiction,True,1162,165,1327,Long,Single,Intervention
358,urinary tract infection 1/50 (2.00%),Nobody taking part in the primary trial suffered a UTI,Contradiction,Contradiction,True,36,54,90,Court,Single,Adverse Events
359,"INTERVENTION 1: 
  Chemotherapy With GM-CSF
  Doxorubicin and Cyclophosphamide (AC) with Granulocyte-macrophage colony-stimulating factor (GM-CSF) (days 4-13) Followed by Weekly Carboplatin/Nab- Paclitaxel

INTERVENTION 1: 
  Neoadjuvant Chemotherapy
  Doxorubicin (Adriamycin) + cyclophosphamide (Cytoxan) with pegfilgrastim or filgrastim growth factor support every 2 weeks for 4 cycles, followed by docetaxel + lapatinib for four 21-day cycles, followed by surgery. Dexamethasone was administered twice-a-day for 3 days, starting 24 hours before the docetaxel infusions. After surgery +/- radiation, participants may receive trastuzumab (Herceptin) for a year.","the primary trial and the secondary trial both administer cyclophosphamide, Paclitaxel and pegfilgrastim to their patient cohorts",Contradiction,Contradiction,True,663,129,792,Moyen,Comparison,Intervention
360,"INTERVENTION 1: 
  Part 1: Cohort 1
  MM-121: 12 mg/kg IV QW Cetuximab: 400 mg/m2 loading dose followed by 200 mg/m2 maintenance IV QW
INTERVENTION 2: 
  Part 1: Cohort 2a
  MM-121: 20 mg/kg IV QW Cetuximab: 400 mg/m2 loading dose followed by 200 mg/m2 maintenance IV QW","Cohort 1 of the primary trial received the same dose of Cetuximab as cohort 2, but had an additional Collaborative Care Intervention",Contradiction,Contradiction,True,270,132,402,Court,Single,Intervention
361,"Inclusion Criteria:
  Females, age 18 years of age or older, of all racial and ethnic origins that are scheduled to receive the first cycle of a single intravenous dose of doxorubicin (30 minute infusion) and cylcophosphamide (30 minute infusion) as part of standard medical care for breast cancer. English and/or Spanish speaking participants are eligible to participate.

INCLUSION CRITERIA:
  Patients with histologically documented:
  BRCA-positive ovarian cancer (documented deleterious BRCA1/2 mutation or a BRCAPRO score of greater than or equal to 30%)
  primary peritoneal or ovarian high-grade serous carcinoma or fallopian tube cancer (no requirement for BRCA status)","Female cancer patients over the age of 18 can participate in the primary trial, regardless of race or ethnic origin or cancer type, however for the secondary trial, they must have Her2/neu+ breast cancer.",Contradiction,Contradiction,True,678,204,882,Moyen,Comparison,Eligibility
362,"Inclusion Criteria:
  Primary tumour greater than 2 cm diameter, measured by clinical examination and mammography or echography,

Inclusion Criteria:
  All subjects:
  Pathologically confirmed diagnosis of solid tumors","A Patient that has a primary tumour with a diameter of 33mm measured by clinical examination and echography, would be eligible for both the primary trial and the secondary trial.",Entailment,Entailment,True,218,178,396,Court,Comparison,Eligibility
363,"Outcome Measurement: 
  Tumor Diameter
  Tumor Diameter from patient scans
  Time frame: Until remission or off treatment due to progression
  Unit of Measure: cm  2.7         (1.1)

Outcome Measurement: 
  Number of Participants With Solid Tumor Response  16 Weeks for Based Upon Local Investigator Assessments
  Unit of Measure: Participants  Complete response: 0   0.0%","the secondary trial and the primary trial use different units of measure in their results, for the same outcome measurement.",Contradiction,Contradiction,True,372,124,496,Court,Comparison,Results
364,"Unit of Measure: units on a scale  -4.9         (6.41)

  Unit of Measure: proportion of responders  0.489        (0.385 to 0.595)",the secondary trial and the primary trial report their results using the same units of measure.,Contradiction,Contradiction,True,130,95,225,Court,Comparison,Results
365,"Inclusion Criteria:
  Female patients, >/= 18 years of age
  Histologically confirmed HER2-negative breast cancer

Inclusion Criteria:
  Female or male  18 years of age.
  Newly diagnosed ER-positive, HER2-negative breast cancer. ER-positive is defined as  1% immunohistochemical (IHC) staining of any intensity. HER2 test result is negative if a single test (or both tests) performed show:","a young girl with a Newly diagnosed PR-positive, HER2 positive breast cancer, could be eligible for the secondary trial and the primary trial",Contradiction,Contradiction,True,390,141,531,Moyen,Comparison,Eligibility
366,"INTERVENTION 1: 
  Treatment (Cabergoline)
  Patients receive cabergoline oral (PO) twice weekly for weeks 1-4. Courses repeat every 4 weeks in the absence of disease progression or unacceptable toxicity.
  cabergoline: Given orally

INTERVENTION 1: 
  Arm I/Group A (Pixantrone IV Day 1)
  Patients receive 180 mg/m^2 pixantrone dimaleate IV over 1 hour on day 1. Treatment repeats every 21 days for up to 12 courses in the absence of disease progression or unacceptable toxicity.
INTERVENTION 2: 
  Arm II/Group B (Pixantrone IV Days 1, 8, and 15)
  Patients receive 85 mg/m^2 pixantrone dimaleate IV over 1 hour on days 1, 8, and 15. Treatment repeats every 28 days for up to 12 courses in the absence of disease progression or unacceptable toxicity.","the primary trial intervention is given topically, whereas the secondary trial intervention is exclusively administered through a needle or tube inserted into a vein",Contradiction,Contradiction,True,753,165,918,Moyen,Comparison,Intervention
367,"INTERVENTION 1: 
  Arm A: Nab-Paclitaxel + Gemcitabine
  Participants received nab-Paclitaxel 125 mg/m^2 on Days 1 and 8 by intravenous (IV) administration followed by gemcitabine 1000 mg/m^2 on Days 1 and 8 by IV administration of each 21-day treatment cycle. Participants continued treatment until progressive disease (PD), unacceptable toxicity, required palliative radiotherapy or surgical intervention of lesion(s), withdrawal from study treatment, withdrawal of study consent, participant refusal or the investigator felt it was no longer in the best interest of the participant to continue on treatment
INTERVENTION 2: 
  Arm B: Nab-Paclitaxel + Carboplatin
  Participants received nab-Paclitaxel 125 mg/m^2 on Days 1 and 8 by IV administration followed by carboplatin area under the curve 2 (AUC 2) on Days 1 and 8 in each 21-day treatment cycle. Participants continued treatment until progressive disease (PD), unacceptable toxicity, required palliative radiotherapy or surgical intervention of lesion(s), withdrawal from study treatment, withdrawal of study consent, participant refusal or the investigator felt it was no longer in the best interest of the participant to continue on treatment.",Both cohorts of the primary trial receive the same doses of Abraxane and Carboplatin,Contradiction,Contradiction,True,1204,84,1288,Long,Single,Intervention
368,"Outcome Measurement: 
  Overall Survival
  Assess whether patients who undergo surgical oophorectomy in the history-estimated mid-luteal phase of their menstrual cycles survive longer than patients who undergo this surgery in the history-estimated mid-follicular phase of their menstrual cycles.
  Time frame: Up to 9 years
Results 1: 
  Arm/Group Title: A Mid-luteal Surgery
  Arm/Group Description: [Not Specified]
  Overall Number of Participants Analyzed: 115
  Median (95% Confidence Interval)
  Unit of Measure: years  2.14        (1.53 to 2.67)
Results 2: 
  Arm/Group Title: B Mid-follicular Surgery
  Arm/Group Description: [Not Specified]
  Overall Number of Participants Analyzed: 119
  Median (95% Confidence Interval)
  Unit of Measure: years  2.00        (1.61 to 2.31)","On average patients from the primary trial survive over 2 years, however at least one patient from both cohorts died in under 2 years.",Entailment,Entailment,True,783,134,917,Moyen,Single,Results
369,"Breast tumor 1 centimeter (cm) in diameter, HR+, HER2-.

DISEASE CHARACTERISTICS:
  Diagnosis of locally advanced or metastatic breast cancer
  Recurrent, refractory or progressive disease after receiving prior anthracycline, taxane, and capecitabine therapy
  Prior anthracycline and taxane therapy may have been as neoadjuvant, or adjuvant therapy if disease progression is documented within a year of completing that agent
  Received prior capecitabine therapy for metastatic or recurrent disease
  Measurable disease
  Bone metastases requires other disease present that can be measured
  No brain metastases, unless documented to be controlled post-completion of local therapy (surgery and/or radiation therapy) for at least 4 weeks
  No meningeal carcinomatosis
  No malignant effusion as the only site of disease recurrence
  Hormone receptor status not specified
  PATIENT CHARACTERISTICS:
  Menopausal status not specified
  Performance status of 0-2
  Creatinine  1.5 mg/dL OR creatinine clearance  40 mL/min
  Hemoglobin  10 g/dL
  ANC  1,500/mm^3
  Platelet count  100,000/mm^3
  Bilirubin normal or hyperbilirubinemia < grade 1 (unless due to Gilbert syndrome with elevated total but normal levels of conjugated bilirubin)
  Not pregnant or nursing
  Fertile patients must use effective contraception
  No other non-breast malignancy, except nonmelanoma skin cancer
  No other serious underlying medical condition, that in the opinion of the treating physician, would make study protocol unreasonably hazardous for the patient or would preclude the patient's ability to comply with the study protocol
  PRIOR CONCURRENT THERAPY:
  See Disease Characteristic
  Recovered from all prior chemotherapy or radiotherapy to NCI CTC grade  1
  Unlimited documented prior chemotherapy regimens allowed
  No prior irinotecan hydrochloride or etoposide
  No Hypericum perforatum (St. John's wort) 14 days prior to, during, or 7 days after completion of study therapy
  At least 7 days since prior and no concurrent phenytoin, carbamazepine, phenobarbital, or any other enzyme-inducing anticonvulsant drug (EIACD)
  No concurrent aprepitant","Patients with a TNBC tumor of 100mm in diameter, are eligible for both the primary trial and the secondary trial",Contradiction,Contradiction,True,2141,112,2253,Long,Comparison,Eligibility
370,"Adverse Events 1:
  Total: 1/29 (3.45%)
  Surgery *  [1]1/29 (3.45%)",the primary trial only has a single adverse event recorded for its patient cohort.,Entailment,Entailment,True,68,82,150,Court,Single,Adverse Events
371,"Inclusion Criteria:
  Scheduled to receive neoadjuvant chemotherapy for the treatment of newly diagnosed, locally advanced breast cancer or scheduled to receive neoadjuvant endocrine therapy with the eventual goal of surgery of newly diagnosed clinical stage II-III ER+ HER2- breast cancer (for the endocrine therapy cohort)
  At least 18 years of age
  Female
  Able to understand and willing to sign an IRB-approved written informed consent document
Exclusion Criteria:
  Pregnant and/or breastfeeding
  Prior history of breast cancer
  Prior history of chest wall radiation
  Prior history of breast reconstruction, reduction, or augmentation

  Patient must be 18 and older
  Patients must have histologically confirmed (by routine H&E staining) invasive adenocarcinoma or Ductal Carcinoma In Situ of the left breast.
  Patients must have undergone a segmental mastectomy (SM) or Mastectomy
  Patients must not have received prior radiation therapy to the breast at any time for any reason.
  Any patient with active local-regional disease prior to registration is not eligible.
  Patients must not be pregnant due to the potential for fetal harm as a result of this treatment regimen. Women of child-bearing age will be given a serum pregnancy test prior to study entry to ensure they are not pregnant. Women of child-bearing potential must use effective non-hormonal contraception while undergoing radiation therapy.
  Patients must not have a serious medical or psychiatric illness which prevents informed consent or compliance with treatment.
  All patients must be informed of the investigational nature of this study and give written informed consent in accordance with institutional and federal guidelines.
Exclusion Criteria:
  Patients requiring oxygen
  Sarcoma or Squamous Cell pathology
  Right-sided breast cancers
  Metastatic disease to the breast",Morbidly obese patients can be eligible for the primary trial and the secondary trial.,Entailment,Contradiction,False,1866,86,1952,Long,Comparison,Eligibility
372,"INTERVENTION 1: 
  PF-06647020 0.2 mg/kg（Q3W Regimen）
  Participants enrolled in the dose escalation phase received PF-06647020 at 0.2 mg/kg on Day 1 of each 21-day cycle as an intravenous (IV) infusion over approximately 60 minutes on an outpatient basis. Each participant received PF-06647020 until disease progression, unacceptable toxicity, withdrawal of consent, or study termination.
INTERVENTION 2: 
  PF-06647020 0.5 mg/kg (Q3W Regimen)
  Participants enrolled in the dose escalation phase received PF-06647020 at 0.5 mg/kg on Day 1 of each 21-day cycle as an IV infusion over approximately 60 minutes on an outpatient basis. Each participant received PF-06647020 until disease progression, unacceptable toxicity, withdrawal of consent, or study termination.

INTERVENTION 1: 
  ALT-801 0.015 mg/kg/Dose
  0.015 mg/kg/dose of ALT-801
INTERVENTION 2: 
  ALT-801 0.040 mg/kg/Dose
  0.040 mg/kg/dose of ALT-801",All the primary trial participants receive higher doses of ALT-801 than the secondary trial participants,Contradiction,Contradiction,True,915,104,1019,Moyen,Comparison,Intervention
373,"Adverse Events 1:
  Total: 5/11 (45.45%)
Adverse Events 2:
  Total: 0/6 (0.00%)

Adverse Events 1:
  Total: 5/32 (15.63%)",Most patients in the secondary trial and the primary trial did not suffer any adverse events,Entailment,Entailment,True,121,92,213,Court,Comparison,Adverse Events
374,"Adverse Events 1:
  Total: 14/75 (18.67%)
  Anemia 3/75 (4.00%)
  Febrile Neutropenia 0/75 (0.00%)
  Neutrophil Count 1/75 (1.33%)
  Thromboembolic event 1/75 (1.33%)
  Chest Pain 0/75 (0.00%)
  Diarrhea 1/75 (1.33%)
  Dry Mouth 1/75 (1.33%)
  Mucositis Oral 1/75 (1.33%)
  Fatigue 1/75 (1.33%)
  Pain 1/75 (1.33%)
  Bladder Infection 1/75 (1.33%)
  Lung Infection 1/75 (1.33%)

Adverse Events 1:
  Total: 0/7 (0.00%)","There were more cases of Mucositis Oral, epileptic seizures and Thromboembolic events recorded in the primary trial than in the secondary trial",Contradiction,Contradiction,True,417,143,560,Moyen,Comparison,Adverse Events
375,"INTERVENTION 1: 
  Imaging Session 1
  Fluciclatide Injection (AH111585 (18F) Injection) at 10mCi [370 megabecquerels (MBq)]

INTERVENTION 1: 
  Chloroquine Standard Dose (500mg/Week)",cohort 1 of the primary trial is given an injection of Fluciclatide and cohort 1 of the secondary trial is administered a standard dose of Chloroquine.,Entailment,Entailment,True,183,151,334,Court,Comparison,Intervention
376,"INTERVENTION 1: 
  Escalation: 0.3 mg/kg Durva + 3 mg/kg Treme
  Subjects received durvalumab (0.3 mg/kg Q2W for 13 cycles) and tremelimumab (3 mg/kg Q4W for 6 cycles, then Q12W). Optional extended treatment comprised durvalumab monotherapy administered at the recommended fixed dose of 1500 mg Q4W.
  Durvalumab and tremelimumab were administered as IV infusions over 60 (± 5) minutes, with durvalumab infusions started at least 60 minutes after the end of the tremelimumab infusion on dual dosing days.
INTERVENTION 2: 
  Escalation: 1 mg/kg Durva + 3 mg/kg Treme
  Subjects received durvalumab (1 mg/kg Q2W for 13 cycles) and tremelimumab (3 mg/kg Q4W for 6 cycles, then Q12W). Optional extended treatment comprised durvalumab monotherapy administered at the recommended fixed dose of 1500 mg Q4W.
  Durvalumab and tremelimumab were administered as IV infusions over 60 (± 5) minutes, with durvalumab infusions started at least 60 minutes after the end of the tremelimumab infusion on dual dosing days.",The only difference between interventions 1 and 2 of the primary trial is that cohort 1 recieves 0.7mg/kg less of Durva in their bi-weekly IV infusions compared to cohort 2.,Entailment,Entailment,True,1005,173,1178,Long,Single,Intervention
377,"INTERVENTION 1: 
  Treatment (Neoadjuvant Therapy, Adjuvant Therapy)
  See Detailed Description.
  doxorubicin hydrochloride: Given IV
  cyclophosphamide: Given PO
  paclitaxel: Given IV
  filgrastim: Given SC
  capecitabine: Given PO
  methotrexate: Given IV
  vinorelbine tartrate: Given IV
  needle biopsy: Correlative studies
  therapeutic conventional surgery: Undergo definitive breast surgery
  immunohistochemistry staining method: Correlative studies
  trastuzumab: Given IV
  tamoxifen citrate: Given PO
  letrozole: Given PO
  laboratory biomarker analysis: Correlative studies

INTERVENTION 1: 
  Everolimus and Exemestane
  Postmenopausal women diagnosed with oestrogen receptor positive locally advanced or metastatic breast cancer will receive everolimus at a dose of 10mg daily p.o. and exemestane 25mg daily p.o.","the primary trial participants are administered over 7 different types of drugs by subcutaneous injection and have to undergo surgery, whereas the secondary trial participants only receive two different drugs and several different imaging scans",Contradiction,Contradiction,True,829,244,1073,Long,Comparison,Intervention
378,"INTERVENTION 1: 
  Treated
  Subjects enrolled with device placed and treated with partial breast irradiation",The the primary trial intervention section does not outline a treatment cycle or a description of irradiation doses.,Entailment,Contradiction,False,109,116,225,Court,Single,Intervention
379,"Outcome Measurement: 
  Overall Survival
  Assess whether patients who undergo surgical oophorectomy in the history-estimated mid-luteal phase of their menstrual cycles survive longer than patients who undergo this surgery in the history-estimated mid-follicular phase of their menstrual cycles.
  Time frame: Up to 9 years
Results 1: 
  Arm/Group Title: A Mid-luteal Surgery
  Arm/Group Description: [Not Specified]
  Overall Number of Participants Analyzed: 115
  Median (95% Confidence Interval)
  Unit of Measure: years  2.14        (1.53 to 2.67)
Results 2: 
  Arm/Group Title: B Mid-follicular Surgery
  Arm/Group Description: [Not Specified]
  Overall Number of Participants Analyzed: 119
  Median (95% Confidence Interval)
  Unit of Measure: years  2.00        (1.61 to 2.31)","On average patients from the primary trial survive over 2 years, over 50 patients from each cohort survived more than 24 months",Contradiction,Entailment,False,783,127,910,Moyen,Single,Results
380,"Outcome Measurement: 
  Recurrence-free Survival
  Recurrence-free survival curves will be plotted for subjects treated with stage I and II disease.
  Time frame: Time from the start of treatment to recurrence, second malignancy, or death as a first event, assessed up to 3 years
Results 1: 
  Arm/Group Title: Treatment (Chemotherapy With or Without Maintenance Therapy)
  Arm/Group Description: SYSTEMIC CHEMOTHERAPY: Patients receive cyclophosphamide IV over 1 hour and paclitaxel IV over 3 hours on day 1. Treatment repeats every 14 days for 6 courses in the absence of disease progression or unacceptable toxicity.
  MAINTENANCE THERAPY (Her-2 neu positive patients): Patients receive trastuzumab IV over 30 minutes on day 1. Treatment repeats every 14 days for 5 courses and then every 21 days for 14 courses in the absence of disease progression or unacceptable toxicity.
  cyclophosphamide, paclitaxel, trastuzumab: Given IV
  Overall Number of Participants Analyzed: 100
  Measure Type: Number
  Unit of Measure: percentage of subjects  98        (92.2 to 99.5)",97% of patients in the primary trial did not experience any Adverse Events,Contradiction,Contradiction,True,1070,74,1144,Long,Single,Results
381,"Inclusion Criteria:
  Women histologically diagnosed with carcinoma of the breast
  Women with non-palpable malignant lesions, requiring image guided localization.
  Undergoing lumpectomy (partial mastectomy) procedure.
  Age 18 years or more
  Signed ICF

Inclusion Criteria:
  Patients undergoing immediate tissue expander reconstruction following mastectomy by any of the surgeon co-investigators are eligible for the study.
  Patients 18 years of age or older are eligible for the study.
  Patients undergoing skin-sparing mastectomy utilizing bioprosthetic mesh are eligible for the study.
  Patients who have not undergone autologous tissue breast reconstruction and intend to undergo implant only breast reconstruction.
  Patients who intend to remain under the MDACC surgeon's care until completion of the reconstruction.",the secondary trial and the primary trial share at least one inclusion criteria.,Entailment,Entailment,True,829,80,909,Moyen,Comparison,Eligibility
382,"Adverse Events 1:
  Total: 3/24 (12.50%)
  Disseminated intravascular coagulation 0/24 (0.00%)
  Death NOS 0/24 (0.00%)
  Edema limbs 0/24 (0.00%)
  Fatigue 0/24 (0.00%)
  Hepatic failure 1/24 (4.17%)
  Alanine aminotransferase increased 1/24 (4.17%)
  Aspartate aminotransferase increased 1/24 (4.17%)
  Blood bilirubin increased 0/24 (0.00%)
  Ejection fraction decreased 1/24 (4.17%)
Adverse Events 2:
  Total: 9/22 (40.91%)
  Disseminated intravascular coagulation 1/22 (4.55%)
  Death NOS 1/22 (4.55%)
  Edema limbs 1/22 (4.55%)
  Fatigue 1/22 (4.55%)
  Hepatic failure 0/22 (0.00%)
  Alanine aminotransferase increased 0/22 (0.00%)
  Aspartate aminotransferase increased 1/22 (4.55%)
  Blood bilirubin increased 1/22 (4.55%)
  Ejection fraction decreased 1/22 (4.55%)","there were 0 cases of Hypertension, Dehydration and Dyspnea in either cohort of the primary trial",Entailment,Contradiction,False,773,97,870,Moyen,Single,Adverse Events
383,"INTERVENTION 1: 
  Phase 2 Triple -ve
  Phase 2, Triple - Negative cohort
INTERVENTION 2: 
  Phase 2 HER2+
  Phase 2, HER2 - Amplified (HER2-Positive) cohort",Neiter of the primary trial cohorts receive any invasive surgery or Neratinib,Entailment,Contradiction,False,157,77,234,Court,Single,Intervention
384,"Diagnosis of anemia only due to iron-deficiency
  Diagnosis of thalasemic syndromes

  Diagnosis of fibromyalgia","Any cancer patient diagnosed with either fibromyalgia, thalasemic syndromes or anemia cannot be eligible for both the primary trial and the secondary trial.",Entailment,Contradiction,False,112,156,268,Court,Comparison,Eligibility
385,"Adverse Events 1:
  Total: 12/20 (60.00%)
  Recurrent malignancy *1/20 (5.00%)
  Graft-versus-host disease *7/20 (35.00%)
  Infection *7/20 (35.00%)
  Altered mental status *2/20 (10.00%)
  Diffuse alveolar hemorrhage *1/20 (5.00%)

Adverse Events 1:
  Total: 0/4 (0.00%)
  Anaemia 0/4 (0.00%)
  Lymphadenopathy 0/4 (0.00%)
  Thrombocytopenia 0/4 (0.00%)
  Acute coronary syndrome 0/4 (0.00%)
  Acute myocardial infarction 0/4 (0.00%)
  Atrial fibrillation 0/4 (0.00%)
  Atrial flutter 0/4 (0.00%)
  Cardiac arrest 0/4 (0.00%)
  Cardiac failure 0/4 (0.00%)
  Cardiac failure congestive 0/4 (0.00%)
  Cardiac tamponade 0/4 (0.00%)
Adverse Events 2:
  Total: 8/20 (40.00%)
  Anaemia 1/20 (5.00%)
  Lymphadenopathy 0/20 (0.00%)
  Thrombocytopenia 0/20 (0.00%)
  Acute coronary syndrome 0/20 (0.00%)
  Acute myocardial infarction 0/20 (0.00%)
  Atrial fibrillation 0/20 (0.00%)
  Atrial flutter 0/20 (0.00%)
  Cardiac arrest 0/20 (0.00%)
  Cardiac failure 0/20 (0.00%)
  Cardiac failure congestive 0/20 (0.00%)","Recurrent malignancies, Graft-versus-host disease, Anaemia, Cardiac failure and Diffuse alveolar hemorrhage were all more commonly seen in the adverse events of the primary trial than in the secondary trial.",Contradiction,Entailment,False,1006,207,1213,Long,Comparison,Adverse Events
386,"Adverse Events 1:
  Total: 4/6 (66.67%)
  Diarrhoea 1/6 (16.67%)
  Chest pain 1/6 (16.67%)
  General physical health deterioration 0/6 (0.00%)
  Biliary colic 1/6 (16.67%)
  Clostridium difficile colitis 0/6 (0.00%)
  Infusion related reaction 1/6 (16.67%)
  Hypokalaemia 0/6 (0.00%)
  Tumour lysis syndrome 0/6 (0.00%)
  Spinal cord compression 0/6 (0.00%)
  Acute kidney injury 0/6 (0.00%)

Adverse Events 1:
  Total: 3/66 (4.55%)
  Blood Transfusion 0/66 (0.00%)
  Febrile neutropenia 2/66 (3.03%)
  Disease Progression 0/66 (0.00%)
  Sepsis 1/66 (1.52%)
  Shingles 0/66 (0.00%)
  Flu like symptoms 0/66 (0.00%)
Adverse Events 2:
  Total: 7/73 (9.59%)
  Blood Transfusion 1/73 (1.37%)
  Febrile neutropenia 1/73 (1.37%)
  Disease Progression 3/73 (4.11%)
  Sepsis 0/73 (0.00%)
  Shingles 1/73 (1.37%)
  Flu like symptoms 1/73 (1.37%)","There was one case of shingles recorded in group 2 of the secondary trial, but no cases in group 1 of the secondary trial and the primary trial.",Entailment,Entailment,True,836,144,980,Moyen,Comparison,Adverse Events
387,"Adverse Events 1:
  Total: 0/60 (0.00%)
Adverse Events 2:
  Total: 0/60 (0.00%)",Both cohorts of the primary trial recorded 0 Aes,Entailment,Entailment,True,79,48,127,Court,Single,Adverse Events
388,"Adverse Events 2:
  Increased pleural effusion  [2]1/4 (25.00%)",25% of cohort 2 patients in the primary trial suffer Increased pleural effusion,Entailment,Entailment,True,63,79,142,Court,Single,Adverse Events
